package_number,package_id,profile,group_name,video_position,video_count,video_id,actual_title,clean_title,channel,transcript_status,evidence_grade,upload_file
3,vh_full_intelligence_20260905_162918_d09fdc,FULL_INTELLIGENCE,"Ayurveda, herbs, doshas and rituals",4,12,92MmoC7mtSc,Oil your Navel for 21 days & Results will Surprise You,Oil your Navel for 21 days & Results will Surprise You,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162918_d09fdc\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260905_162918_d09fdc,FULL_INTELLIGENCE,"Ayurveda, herbs, doshas and rituals",5,12,9sYLPCmOyQI,Increase Height in 4 Steps (Effective Ayurvedic Routine),Increase Height in 4 Steps (Effective Ayurvedic Routine),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162918_d09fdc\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260905_162918_d09fdc,FULL_INTELLIGENCE,"Ayurveda, herbs, doshas and rituals",6,12,9vPN-xBfNC8,"Ultimate Ayurvedic Mind Test in 5 Mins (Satvik, Rajasic, Tamasic Explained)","Ultimate Ayurvedic Mind Test in 5 Mins (Satvik, Rajasic, Tamasic Explained)",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162918_d09fdc\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260905_162918_d09fdc,FULL_INTELLIGENCE,"Ayurveda, herbs, doshas and rituals",7,12,MJcM3baHkqg,5 Amazing Isha Life Products by Sadhguru That You Should Try  (Not Sponsored),5 Amazing Isha Life Products by Sadhguru That You Should Try ( ),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162918_d09fdc\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260905_162918_d09fdc,FULL_INTELLIGENCE,"Ayurveda, herbs, doshas and rituals",8,12,QhEE0EmhOaU,10 Safe & Useful Ayurvedic Tablets to Replace Allopathic Pills (Instant Relief),10 Safe & Useful Ayurvedic Tablets to Replace Allopathic Pills (Instant Relief),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162918_d09fdc\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260905_162918_d09fdc,FULL_INTELLIGENCE,"Ayurveda, herbs, doshas and rituals",9,12,SRX5qJTVZMY,10 Most Underrated Ayurvedic Habits for a Healthy Lifestyle (Easy & Effective),10 Most Underrated Ayurvedic Habits for a Healthy Lifestyle (Easy & Effective),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162918_d09fdc\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260905_162918_d09fdc,FULL_INTELLIGENCE,"Ayurveda, herbs, doshas and rituals",10,12,UWCf9pDTmJI,"करी पत्ता है, कमाल। .. #drrobin #ayurved #food #doctor #remedy","करी पत्ता है, कमाल।",Dr.Robin Sharma,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162918_d09fdc\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260905_162918_d09fdc,FULL_INTELLIGENCE,"Ayurveda, herbs, doshas and rituals",11,12,bcZ9_kClq6I,10 Interesting & Useful Ayurvedic Facts About Your Body That You Should Know,10 Interesting & Useful Ayurvedic Facts About Your Body That You Should Know,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162918_d09fdc\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260905_162918_d09fdc,FULL_INTELLIGENCE,"Ayurveda, herbs, doshas and rituals",12,12,cLh2VdPBWSM,3 Powerful Herbs that You Should Start Using,3 Powerful Herbs that You Should Start Using,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162918_d09fdc\CHATGPT_PACKAGE.json
4,vh_full_intelligence_20260905_162919_65aa4c,FULL_INTELLIGENCE,"Ayurveda, herbs, doshas and rituals",1,3,ogHiefVlTaM,11 Common Indian Rituals that are Surprisingly Scientific 🇮🇳,11 Common Indian Rituals that are Surprisingly Scientific 🇮🇳,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162919_65aa4c\CHATGPT_PACKAGE.json
4,vh_full_intelligence_20260905_162919_65aa4c,FULL_INTELLIGENCE,"Ayurveda, herbs, doshas and rituals",2,3,qnTc5WeBamo,25 Common Indian Rituals that are Surprisingly Logical 🇮🇳,25 Common Indian Rituals that are Surprisingly Logical 🇮🇳,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162919_65aa4c\CHATGPT_PACKAGE.json
4,vh_full_intelligence_20260905_162919_65aa4c,FULL_INTELLIGENCE,"Ayurveda, herbs, doshas and rituals",3,3,wtVsFfFeYNs,Ultimate Ayurvedic Body Test in 5 Mins (Vata Pitta Kapha Explained),Ultimate Ayurvedic Body Test in 5 Mins (Vata Pitta Kapha Explained),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162919_65aa4c\CHATGPT_PACKAGE.json
5,vh_full_intelligence_20260905_162920_40d470,FULL_INTELLIGENCE,"Breakfast, snacks and desserts",1,7,SobRqlT0pOM,5 Foods That You Must Avoid in Breakfast (& Best Foods),5 Foods That You Must Avoid in Breakfast (& Best Foods),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_40d470\CHATGPT_PACKAGE.json
5,vh_full_intelligence_20260905_162920_40d470,FULL_INTELLIGENCE,"Breakfast, snacks and desserts",2,7,ee0SfGSJOTc,7 Quick & Healthy Breakfast Options for the Week (Ditch the Paranthas),7 Quick & Healthy Breakfast Options for the Week (Ditch the Paranthas),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_40d470\CHATGPT_PACKAGE.json
5,vh_full_intelligence_20260905_162920_40d470,FULL_INTELLIGENCE,"Breakfast, snacks and desserts",3,7,hLrny7Xjy2g,7 Quick & Healthy Dessert Ideas for your Sweet Tooth (Indian Dessert Recipes),7 Quick & Healthy Dessert Ideas for your Sweet Tooth (Indian Dessert Recipes),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_40d470\CHATGPT_PACKAGE.json
5,vh_full_intelligence_20260905_162920_40d470,FULL_INTELLIGENCE,"Breakfast, snacks and desserts",4,7,jwmNjJgZanM,5 MINUTE ICE CREAM - Healthy & Tasty Ice Cream (Without Refrigerator),5 MINUTE ICE CREAM - Healthy & Tasty Ice Cream (Without Refrigerator),Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_40d470\CHATGPT_PACKAGE.json
5,vh_full_intelligence_20260905_162920_40d470,FULL_INTELLIGENCE,"Breakfast, snacks and desserts",5,7,r-zlwA_Pk84,Healthy Snacks - Healthy Office Snack Options,Healthy Snacks - Healthy Office Snack Options,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_40d470\CHATGPT_PACKAGE.json
5,vh_full_intelligence_20260905_162920_40d470,FULL_INTELLIGENCE,"Breakfast, snacks and desserts",6,7,sgAhnEhOq30,The #1 Breakfast Mistake You're Making with These 3 Foods,The Breakfast Mistake You're Making with These 3 Foods,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_40d470\CHATGPT_PACKAGE.json
5,vh_full_intelligence_20260905_162920_40d470,FULL_INTELLIGENCE,"Breakfast, snacks and desserts",7,7,zeqeWQb9FCY,7 Quick & Healthy Breakfast Ideas for the Week (Vegetarian),7 Quick & Healthy Breakfast Ideas for the Week (Vegetarian),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_40d470\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260905_162920_bbb660,FULL_INTELLIGENCE,Clothing and everyday health risks,1,1,6rVeXkayn8Q,5 Clothing Mistakes You Must Avoid (Unhealthy),5 Clothing Mistakes You Must Avoid (Unhealthy),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_bbb660\CHATGPT_PACKAGE.json
7,vh_full_intelligence_20260905_162920_1aa463,FULL_INTELLIGENCE,DIY and making projects,1,2,CgEs12XWwaQ,Tool Storage - DIY,Tool Storage - DIY,KevBotWorkshop,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_1aa463\CHATGPT_PACKAGE.json
7,vh_full_intelligence_20260905_162920_1aa463,FULL_INTELLIGENCE,DIY and making projects,2,2,IzrVhjZiy2M,How to Grow Indigo Plants & Process It into Blue Dye,How to Grow Indigo Plants & Process It into Blue Dye,Lovely Greens,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_1aa463\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260905_162920_ee331d,FULL_INTELLIGENCE,"Detox, fasting and body reset",1,5,-QPF6OezA0Y,How to Detox Your Body in 10 Minutes (MY DETOX SECRET),How to Detox Your Body in 10 Minutes (MY DETOX SECRET),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_ee331d\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260905_162920_ee331d,FULL_INTELLIGENCE,"Detox, fasting and body reset",2,5,3i_Xl-JYx_Q,How to Detox Your Body at Home Once in 15 Days? (The Most Effective Way),How to Detox Your Body at Home Once in 15 Days (The Most Effective Way),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_ee331d\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260905_162920_ee331d,FULL_INTELLIGENCE,"Detox, fasting and body reset",3,5,7YwsUAcMX60,How to Cleanse Your Liver Naturally?,How to Cleanse Your Liver Naturally,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_ee331d\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260905_162920_ee331d,FULL_INTELLIGENCE,"Detox, fasting and body reset",4,5,SBVkI7tAUm4,Your Organs After 36 Hours Without Food,Your Organs After 36 Hours Without Food,Young Scientist School,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_ee331d\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260905_162920_ee331d,FULL_INTELLIGENCE,"Detox, fasting and body reset",5,5,WYt9VnY6PmY,How to Purify Your Blood Naturally?,How to Purify Your Blood Naturally,Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_ee331d\CHATGPT_PACKAGE.json
9,vh_full_intelligence_20260905_162920_42e332,FULL_INTELLIGENCE,Diet plans and meal timing,1,4,-fYoE_jIbNU,Veg vs Non Veg | Which is Better? (or Vegan?),Veg vs Non Veg Which is Better (or Vegan ),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_42e332\CHATGPT_PACKAGE.json
9,vh_full_intelligence_20260905_162920_42e332,FULL_INTELLIGENCE,Diet plans and meal timing,2,4,BEzASBGeEIM,7 Healthy & Tasty Dinner Ideas for the Week (Vegetarian),7 Healthy & Tasty Dinner Ideas for the Week (Vegetarian),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_42e332\CHATGPT_PACKAGE.json
9,vh_full_intelligence_20260905_162920_42e332,FULL_INTELLIGENCE,Diet plans and meal timing,3,4,raMWkXbDU2A,Roti vs Rice | Which is Better? (Myth Busted),Roti vs Rice Which is Better (Myth Busted),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_42e332\CHATGPT_PACKAGE.json
9,vh_full_intelligence_20260905_162920_42e332,FULL_INTELLIGENCE,Diet plans and meal timing,4,4,sCOyx-Wglss,How to Manage Diet in Hostel or PG | For College Students,How to Manage Diet in Hostel or PG For College Students,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162920_42e332\CHATGPT_PACKAGE.json
10,vh_full_intelligence_20260905_162921_141f94,FULL_INTELLIGENCE,"Digestion, constipation and gut health",1,9,0ZnNOVzYY3Q,"5 Proven Ways to Reduce Stomach Gas, Acidity & IBS","5 Proven Ways to Reduce Stomach Gas, Acidity & IBS",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162921_141f94\CHATGPT_PACKAGE.json
10,vh_full_intelligence_20260905_162921_141f94,FULL_INTELLIGENCE,"Digestion, constipation and gut health",2,9,7F6PRVqNna8,Cure Constipation Permanently in 5 Steps (Effective Ayurvedic Routine),Cure Constipation Permanently in 5 Steps (Effective Ayurvedic Routine),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162921_141f94\CHATGPT_PACKAGE.json
10,vh_full_intelligence_20260905_162921_141f94,FULL_INTELLIGENCE,"Digestion, constipation and gut health",3,9,GYAM59KENZo,5 Amazing Foods to Improve Gut Health,5 Amazing Foods to Improve Gut Health,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162921_141f94\CHATGPT_PACKAGE.json
10,vh_full_intelligence_20260905_162921_141f94,FULL_INTELLIGENCE,"Digestion, constipation and gut health",4,9,JlD_ALoujtM,How to Reset the Gut? (Detox Your Intestines),How to Reset the Gut (Detox Your Intestines),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162921_141f94\CHATGPT_PACKAGE.json
10,vh_full_intelligence_20260905_162921_141f94,FULL_INTELLIGENCE,"Digestion, constipation and gut health",5,9,LcjxB_yO3to,10 Ways to Improve Digestive System - Get INSTANT Boost Naturally,10 Ways to Improve Digestive System - Get INSTANT Boost Naturally,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162921_141f94\CHATGPT_PACKAGE.json
10,vh_full_intelligence_20260905_162921_141f94,FULL_INTELLIGENCE,"Digestion, constipation and gut health",6,9,Tt-6djN5YvM,What your Poop Says about your Health? (Test your Body)💩,What your Poop Says about your Health (Test your Body),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162921_141f94\CHATGPT_PACKAGE.json
10,vh_full_intelligence_20260905_162921_141f94,FULL_INTELLIGENCE,"Digestion, constipation and gut health",7,9,pskMbM-2QQQ,"Permanent Solution to 4 Common Health Problems (Dark Lips, Bad Breath, Snoring & Acidity)","Permanent Solution to 4 Common Health Problems (Dark Lips, Bad Breath, Snoring & Acidity)",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162921_141f94\CHATGPT_PACKAGE.json
10,vh_full_intelligence_20260905_162921_141f94,FULL_INTELLIGENCE,"Digestion, constipation and gut health",8,9,s6r_9Pznkco,"Drink This Every Morning - Skin, Hair और Gut की सभी समस्याएं जड़ से खत्म","Drink This Every Morning - Skin, Hair और Gut की सभी समस्याएं जड़ से खत्म",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260905_162825_1f49e9\packages\vh_full_intelligence_20260905_162921_141f94\CHATGPT_PACKAGE.json
