package_number,package_id,profile,group_name,video_position,video_count,package_transcript_chars,video_transcript_chars,split_reason,video_id,actual_title,clean_title,channel,transcript_status,evidence_grade,upload_file
1,vh_full_intelligence_20260906_155936_06618e,FULL_INTELLIGENCE,"Creator Workflows, DIY and Entertainment",11,18,205559,17406,parent_group_package_boundary,qJkC05DjVlA,"Claude Ai + YouTube = $9,987/Month (FREE Plan) | Create Viral 2D Documentary Videos","Free AI Workflow for 2D YouTube Documentaries: Claude, ElevenLabs, Google Flow, Vibes AI, Bulk Scene Generation and Edit",Chad Grow,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155936_06618e\CHATGPT_PACKAGE.json
1,vh_full_intelligence_20260906_155936_06618e,FULL_INTELLIGENCE,"Creator Workflows, DIY and Entertainment",12,18,205559,13215,parent_group_package_boundary,CgEs12XWwaQ,Tool Storage - DIY,"DIY 6-Foot Tool Storage Cabinet with 18 Shallow Drawers, Plywood Construction and Casters",KevBotWorkshop,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155936_06618e\CHATGPT_PACKAGE.json
1,vh_full_intelligence_20260906_155936_06618e,FULL_INTELLIGENCE,"Creator Workflows, DIY and Entertainment",13,18,205559,1252,parent_group_package_boundary,IzrVhjZiy2M,How to Grow Indigo Plants & Process It into Blue Dye,"Grow Japanese Indigo and Extract Blue Pigment: Planting, Harvesting and Dye Processing",Lovely Greens,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155936_06618e\CHATGPT_PACKAGE.json
1,vh_full_intelligence_20260906_155936_06618e,FULL_INTELLIGENCE,"Creator Workflows, DIY and Entertainment",14,18,205559,18425,parent_group_package_boundary,me7i3OmFTIc,White Hair को Permanently Black करें (सिर्फ 3 Steps में),"Grey-Hair Routine and Henna-Indigo Coloring: Amla/Bhringraj Claims, Neeli Bhringadi Oil and a Major Lead-Safety Warning",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155936_06618e\CHATGPT_PACKAGE.json
1,vh_full_intelligence_20260906_155936_06618e,FULL_INTELLIGENCE,"Creator Workflows, DIY and Entertainment",15,18,205559,771,parent_group_package_boundary,xJNX3sF3fL0,DIY Creative Upcycled Tools to Fix Everything At Home ⚒️,DIY Creative Upcycled Tools for Home Repairs,5-MINUTE REPAIR,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155936_06618e\CHATGPT_PACKAGE.json
1,vh_full_intelligence_20260906_155936_06618e,FULL_INTELLIGENCE,"Creator Workflows, DIY and Entertainment",16,18,205559,1252,parent_group_package_boundary,Mf0nw5Dlb8Y,Seth Rollins & Oba Femi vs The Vision Full Match | WWE Summer Tour 2026,Seth Rollins & Oba Femi vs The Vision — WWE Summer Tour 2026 Full Match,Vlog Warriors,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155936_06618e\CHATGPT_PACKAGE.json
1,vh_full_intelligence_20260906_155936_06618e,FULL_INTELLIGENCE,"Creator Workflows, DIY and Entertainment",17,18,205559,1252,parent_group_package_boundary,O-v38a14cA0,"Wife thought he FORGOT their anniversary, but secretly he had THIS planned… 😭❤️",Anniversary Surprise with a Personalized PrayerSong: Wife Thinks Her Husband Forgot,PrayerSong,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155936_06618e\CHATGPT_PACKAGE.json
1,vh_full_intelligence_20260906_155936_06618e,FULL_INTELLIGENCE,"Creator Workflows, DIY and Entertainment",18,18,205559,839,parent_group_package_boundary,Ua0VBPXN5j8,Children of 90's | Taare Zameen Par song,Children of the 90s — Taare Zameen Par Song Montage,Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155936_06618e\CHATGPT_PACKAGE.json
2,vh_full_intelligence_20260906_155938_7d2bee,FULL_INTELLIGENCE,"Creator Workflows, DIY and Entertainment",1,7,103202,72498,parent_group,VtUxnAj5HsI,"🔥 Kamzor Baap Nikla Deadly K!ller… Beti Ke Liye Jo Kiya, Sab Shock | Kdrama Explained in Hindi",Former Operative Kim Returns to Violence to Save His Bullied and Kidnapped Daughter Minji,Alex Explainer Hindi,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155938_7d2bee\CHATGPT_PACKAGE.json
2,vh_full_intelligence_20260906_155938_7d2bee,FULL_INTELLIGENCE,"Creator Workflows, DIY and Entertainment",2,7,103202,1252,parent_group,jN6m8o6XWJ4,91/7... Then Glenn Maxwell Did the Impossible | Full Story,91/7... Then Glenn Maxwell Did the Impossible | Full Story,Cricbees Official,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155938_7d2bee\CHATGPT_PACKAGE.json
2,vh_full_intelligence_20260906_155938_7d2bee,FULL_INTELLIGENCE,"Creator Workflows, DIY and Entertainment",3,7,103202,1252,parent_group,s1lSPL9nVxU,"Fall 2: Deadpoint (2026) Official Trailer | Harriet Slater, Arsema Thomas | 11 September 2026","Fall 2: Deadpoint (2026) Official Trailer | Harriet Slater, Arsema Thomas",PVRINOX Pictures,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155938_7d2bee\CHATGPT_PACKAGE.json
2,vh_full_intelligence_20260906_155938_7d2bee,FULL_INTELLIGENCE,"Creator Workflows, DIY and Entertainment",4,7,103202,5788,parent_group,EExc6X58BTU,"Who is FitTuber? | Personal Life, Qualifications, Marital Status etc. | Q&A","FitTuber 1 Million Q&A: Background, YouTube Journey, Solo Production, Ayurveda, Earnings and Vegetarianism",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155938_7d2bee\CHATGPT_PACKAGE.json
2,vh_full_intelligence_20260906_155938_7d2bee,FULL_INTELLIGENCE,"Creator Workflows, DIY and Entertainment",5,7,103202,7711,parent_group,QC10nmqfekc,"FitTuber QNA | Legal Battles, Marriage Next Month?, Behind the Scenes etc | Q&A","FitTuber 2 Million Q&A: Sabbatical, Legal Battles, Patreon, Research Process, Indian Food and Future Plans",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155938_7d2bee\CHATGPT_PACKAGE.json
2,vh_full_intelligence_20260906_155938_7d2bee,FULL_INTELLIGENCE,"Creator Workflows, DIY and Entertainment",6,7,103202,7482,parent_group,jh8RZtwo6Fc,"Fit Tuber 5 Million Q&A | Job Revealed | (Big Announcement, Marital Status, Legal Situation)","Fit Tuber 5 Million Q&A: Career, Legal Notices, Channel Plans, Ayurveda, Health, Marriage and Trust",Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155938_7d2bee\CHATGPT_PACKAGE.json
2,vh_full_intelligence_20260906_155938_7d2bee,FULL_INTELLIGENCE,"Creator Workflows, DIY and Entertainment",7,7,103202,7219,parent_group,n-YuK_bV8kw,"FitTuber 3 Million Q&A | Meet my Family | (Parents reaction, Mimicry😂 , Surprise)","FitTuber 3 Million Q&A: Family, Nutrition Certifications, Ayurveda, Regional Channels and Sponsorship Choices",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155938_7d2bee\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",1,22,189931,11208,parent_group,2-QNs0K8jqs,TOP 5 Foods to GET PREGNANT FAST Naturally,"Trying to Conceive: Whole-Food Nutrition, Fertile-Window Timing and Ayurvedic Preconception Practices",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",2,22,189931,7250,parent_group,34F9MqgQhxg,7 Wrong Food Combinations That You Must Avoid,7 Food Combinations to Avoid According to Ayurveda — With Alternative Pairings,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",3,22,189931,8481,parent_group,3IYM8K9ZtWw,How to Get Rid of Toxic Waste Inside the Body?,Ayurvedic Full-Day 'Detox' Meal Plan: Balanced Foods Without a Fad Cleanse,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",4,22,189931,8902,parent_group,4V2-onCssQQ,Add 1 spoon of this Ayurvedic Herb to Tea and See the difference 🫀☕,Ayurvedic Herb in Tea: Traditional Ways to Modify Chai and Reduce Its Claimed Downsides,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",5,22,189931,7610,parent_group,92MmoC7mtSc,Oil your Navel for 21 days & Results will Surprise You,"Navel Oiling for 21 Days: Ayurvedic Practice, Claimed Benefits, Method and Cautions",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",6,22,189931,8003,parent_group,9vPN-xBfNC8,"Ultimate Ayurvedic Mind Test in 5 Mins (Satvik, Rajasic, Tamasic Explained)","Ayurvedic Mind Types Explained: Sattvic, Rajasic and Tamasic Gunas as a Traditional Self-Reflection Framework",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",7,22,189931,15464,parent_group,Krf7Vmsf2M0,5 Proven Foods to Reduce Body Heat (& Foods to Avoid),5 Foods for 'Body Heat' Symptoms — Traditional Cooling-Food Claims and Foods to Limit,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",8,22,189931,8822,parent_group,NkdZ_N1mmjI,31 Tongue Signs Your Body is Asking for Help (With Solutions),"31 Tongue Signs and Ayurvedic Interpretations: Cracks, Coating, Color, Swelling, Tremor and Patches",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",9,22,189931,8597,parent_group,QhEE0EmhOaU,10 Safe & Useful Ayurvedic Tablets to Replace Allopathic Pills (Instant Relief),10 Ayurvedic Tablets for Common Symptoms: Traditional Uses — Not Replacements for Prescribed Medicines,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",10,22,189931,7806,parent_group,Tt-6djN5YvM,What your Poop Says about your Health? (Test your Body)💩,"What Stool Color, Consistency and Frequency Can Tell You—With Ayurvedic Claims Separated from Medical Red Flags",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",11,22,189931,1954,parent_group,UWCf9pDTmJI,"करी पत्ता है, कमाल। .. #drrobin #ayurved #food #doctor #remedy",Curry Leaves and Health Claims — Metadata-Only Entry Due to Unreliable Evidence,Dr.Robin Sharma,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",12,22,189931,8074,parent_group,Vw5kOT9ocjk,11 Ayurvedic Food Combinations That You Must Try (#3 will Surprise you),"11 Ayurvedic Food Combinations: Wheat-Cucumber, Milk-Ghee, Spiced Sprouts, Radish-Leaves, Lemon-Ghee, Black Gram-Butterm",Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",13,22,189931,8506,parent_group,WUWdVtbZrLQ,Weed vs Alcohol | Which is Better? (Myth Busted) ft.@beyounick,"Weed vs Alcohol: Intoxication, Health Risks, Claimed Medical Uses and Ayurvedic Perspectives",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",14,22,189931,4984,parent_group,WYt9VnY6PmY,How to Purify Your Blood Naturally?,"Ayurvedic 'Blood Purification' Claims: Neem Leaves, Manjisthadi Kwath and Lifestyle Changes",Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",15,22,189931,10468,parent_group,cLh2VdPBWSM,3 Powerful Herbs that You Should Start Using,"3 Ayurvedic Herbs for Metabolic, Joint, Stress, Skin, Blood-Pressure and Digestive Claims",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",16,22,189931,10205,parent_group,l5RZZe4h7T0,5 Anti Ageing Habits that You Should Inculcate in Your 20s/30s,"5 Anti-Ageing Habits for Your 20s and 30s: Slow Breathing, Selfless Service, Rasayana Foods, Fasting and Moderating Sexu",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",17,22,189931,10477,parent_group,oQjbkYD28jQ,Tea vs Coffee | Which is Better (Revealed),"Tea vs Coffee: Caffeine, Tannins, Timing and Alternatives such as Arjuna Tea, Herbal Tea and Decaf",Fit Tuber,PARTIAL_TRANSCRIPT,D,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",18,22,189931,9592,parent_group,ogHiefVlTaM,11 Common Indian Rituals that are Surprisingly Scientific 🇮🇳,"11 Indian Rituals Explained: Hiccups, Copper Coins, Curd-Sugar, Shagun, Fasting, Sindoor, Nimbu-Mirchi, Sun Offering, Vi",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",19,22,189931,9602,parent_group,qnTc5WeBamo,25 Common Indian Rituals that are Surprisingly Logical 🇮🇳,"Indian Rituals and Their Meanings: Navratri, Peepal, Tulsi, Jewelry, Puja, Tilak, Yagna, Sleeping Direction and Meal Pra",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",20,22,189931,6786,parent_group,ucOmGiNg1kg,7 Refreshing Drinks to Make Under 30 Seconds (Healthy & Tasty),"7 Fast Summer Drinks: Sattu Sherbet, Gond Katira Lemonade, Cucumber Cooler, Kacchi Lassi, Watermelon-Mint Cooler, Jaljee",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",21,22,189931,11282,parent_group,wtVsFfFeYNs,Ultimate Ayurvedic Body Test in 5 Mins (Vata Pitta Kapha Explained),"Ayurvedic Dosha Test: 15 Questions for Vata, Pitta and Kapha with Traditional Diet and Lifestyle Advice",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
3,vh_full_intelligence_20260906_155939_00ce0e,FULL_INTELLIGENCE,"Ayurveda, Herbs and Traditional Remedies",22,22,189931,5858,parent_group,y0GFbd_uOwI,21 Amazing Daily Hacks that Make Healthy Lifestyle Easy,"21 Practical Daily Health Hacks for Food, Skin, Travel, Home Remedies and Ayurveda",Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260906_155925_b5700b\packages\vh_full_intelligence_20260906_155939_00ce0e\CHATGPT_PACKAGE.json
