package_number,package_id,profile,group_name,video_position,video_count,video_id,actual_title,clean_title,channel,transcript_status,evidence_grade,upload_file
5,vh_full_intelligence_20260904_090656_0bd25d,FULL_INTELLIGENCE,"Ayurvedic herbs, remedies, tablets, and traditional practices",4,9,QhEE0EmhOaU,10 Safe & Useful Ayurvedic Tablets to Replace Allopathic Pills (Instant Relief),10 Safe & Useful Ayurvedic Tablets to Replace Allopathic Pills (Instant Relief),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090656_0bd25d\CHATGPT_PACKAGE.json
5,vh_full_intelligence_20260904_090656_0bd25d,FULL_INTELLIGENCE,"Ayurvedic herbs, remedies, tablets, and traditional practices",5,9,UWCf9pDTmJI,"करी पत्ता है, कमाल। .. #drrobin #ayurved #food #doctor #remedy","करी पत्ता है, कमाल।",Dr.Robin Sharma,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090656_0bd25d\CHATGPT_PACKAGE.json
5,vh_full_intelligence_20260904_090656_0bd25d,FULL_INTELLIGENCE,"Ayurvedic herbs, remedies, tablets, and traditional practices",6,9,WYt9VnY6PmY,How to Purify Your Blood Naturally?,How to Purify Your Blood Naturally,Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090656_0bd25d\CHATGPT_PACKAGE.json
5,vh_full_intelligence_20260904_090656_0bd25d,FULL_INTELLIGENCE,"Ayurvedic herbs, remedies, tablets, and traditional practices",7,9,cLh2VdPBWSM,3 Powerful Herbs that You Should Start Using,3 Powerful Herbs that You Should Start Using,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090656_0bd25d\CHATGPT_PACKAGE.json
5,vh_full_intelligence_20260904_090656_0bd25d,FULL_INTELLIGENCE,"Ayurvedic herbs, remedies, tablets, and traditional practices",8,9,ogHiefVlTaM,11 Common Indian Rituals that are Surprisingly Scientific 🇮🇳,11 Common Indian Rituals that are Surprisingly Scientific 🇮🇳,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090656_0bd25d\CHATGPT_PACKAGE.json
5,vh_full_intelligence_20260904_090656_0bd25d,FULL_INTELLIGENCE,"Ayurvedic herbs, remedies, tablets, and traditional practices",9,9,qnTc5WeBamo,25 Common Indian Rituals that are Surprisingly Logical 🇮🇳,25 Common Indian Rituals that are Surprisingly Logical 🇮🇳,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090656_0bd25d\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260904_090657_214aeb,FULL_INTELLIGENCE,"Bathing, soap, body wash, and hand hygiene products",1,4,G-lzFmHgoyE,5 Toxin Free Bathing Soaps in India Under Rs 199 (Not Sponsored),5 Toxin Free Bathing Soaps in India Under Rs 199 ( ),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090657_214aeb\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260904_090657_214aeb,FULL_INTELLIGENCE,"Bathing, soap, body wash, and hand hygiene products",2,4,QjTxB_hUA9U,The Daily Bathing Secret That Will AMAZE You,The Daily Bathing Secret That Will AMAZE You,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090657_214aeb\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260904_090657_214aeb,FULL_INTELLIGENCE,"Bathing, soap, body wash, and hand hygiene products",3,4,c6yvIGvLWC8,Which is the Best Soap & Body Wash in India (in 2025)?,Which is the Best Soap & Body Wash in India (in 2025),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090657_214aeb\CHATGPT_PACKAGE.json
6,vh_full_intelligence_20260904_090657_214aeb,FULL_INTELLIGENCE,"Bathing, soap, body wash, and hand hygiene products",4,4,cuMlOIBY7zY,20 Hand Washes in India Ranked From Worst to Best,20 Hand Washes in India Ranked From Worst to Best,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090657_214aeb\CHATGPT_PACKAGE.json
7,vh_full_intelligence_20260904_090657_33228e,FULL_INTELLIGENCE,"Belly fat, visceral fat, face fat, and love handles",1,7,3TDm3fmgk3I,10 Superfoods You Should Be Eating To Lose Visceral Fat,10 Superfoods You Should Be Eating To Lose Visceral Fat,Doctor Mike Diamonds,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090657_33228e\CHATGPT_PACKAGE.json
7,vh_full_intelligence_20260904_090657_33228e,FULL_INTELLIGENCE,"Belly fat, visceral fat, face fat, and love handles",2,7,9BQ40Q8l7ek,Lose Love Handles in FOREVER (Men & Women) | FASTEST WAY,Lose Love Handles in FOREVER (Men & Women) FASTEST WAY,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090657_33228e\CHATGPT_PACKAGE.json
7,vh_full_intelligence_20260904_090657_33228e,FULL_INTELLIGENCE,"Belly fat, visceral fat, face fat, and love handles",3,7,GYYpP8ihJ20,"This Breakfast MELTED My Belly Fat. I Eat It Every Morning – No Sugar, No Cooking!","This Breakfast MELTED My Belly Fat. I Eat It Every Morning – No Sugar, No Cooking",Genuss im Glas,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090657_33228e\CHATGPT_PACKAGE.json
7,vh_full_intelligence_20260904_090657_33228e,FULL_INTELLIGENCE,"Belly fat, visceral fat, face fat, and love handles",4,7,XB_o_yKvQkI,How to Reduce FACE FAT (Chubby Cheeks and Double Chin),How to Reduce FACE FAT (Chubby Cheeks and Double Chin),Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090657_33228e\CHATGPT_PACKAGE.json
7,vh_full_intelligence_20260904_090657_33228e,FULL_INTELLIGENCE,"Belly fat, visceral fat, face fat, and love handles",5,7,d02j1cBsdDQ,Eat 1 Teaspoon Before Bed — Melts Belly Fat Like Ozempic | Dr. Mandell,Eat 1 Teaspoon Before Bed — Melts Belly Fat Like Ozempic Dr. Mandell,motivationaldoc,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090657_33228e\CHATGPT_PACKAGE.json
7,vh_full_intelligence_20260904_090657_33228e,FULL_INTELLIGENCE,"Belly fat, visceral fat, face fat, and love handles",6,7,lYJDlH0CoE4,Sirf 1 Chammach Roz Khao — 7 Din Mein Pet Ki Charbi Kam Hone Lagegi!,Sirf 1 Chammach Roz Khao — 7 Din Mein Pet Ki Charbi Kam Hone Lagegi,Healthy Hamesha,TRANSCRIPT_AVAILABLE,E,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090657_33228e\CHATGPT_PACKAGE.json
7,vh_full_intelligence_20260904_090657_33228e,FULL_INTELLIGENCE,"Belly fat, visceral fat, face fat, and love handles",7,7,x3UzDgOrnd8,Do These 5 Things to Burn Belly Fat,Do These 5 Things to Burn Belly Fat,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090657_33228e\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260904_090657_de1b0f,FULL_INTELLIGENCE,"Body warning signs, fatigue, pain, and general symptoms",1,3,BtPEpEeAPI8,Why You're Always Tired - The REAL Reasons,Why You're Always Tired - The REAL Reasons,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090657_de1b0f\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260904_090657_de1b0f,FULL_INTELLIGENCE,"Body warning signs, fatigue, pain, and general symptoms",2,3,YQsQjFO0uBk,49 Signs Your Body is Crying for Help (WITH SOLUTION),49 Signs Your Body is Crying for Help (WITH SOLUTION),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090657_de1b0f\CHATGPT_PACKAGE.json
8,vh_full_intelligence_20260904_090657_de1b0f,FULL_INTELLIGENCE,"Body warning signs, fatigue, pain, and general symptoms",3,3,dE4i4LUq2R4,9 Signs Your Body is Asking for Help (With Solution),9 Signs Your Body is Asking for Help (With Solution),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090657_de1b0f\CHATGPT_PACKAGE.json
9,vh_full_intelligence_20260904_090658_ec4e0d,FULL_INTELLIGENCE,Cancer warning signs,1,1,F4_Ne6re0RA,6 Warning SIGNS You're at Risk for Cancer,6 Warning SIGNS You're at Risk for Cancer,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090658_ec4e0d\CHATGPT_PACKAGE.json
10,vh_full_intelligence_20260904_090658_0c8036,FULL_INTELLIGENCE,"Chocolate, ice cream, desserts, and sweet products",1,4,JhaFxsMp1sQ,Which is the Best Chocolate in India? ft @Foodpharmer,Which is the Best Chocolate in India ft,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090658_0c8036\CHATGPT_PACKAGE.json
10,vh_full_intelligence_20260904_090658_0c8036,FULL_INTELLIGENCE,"Chocolate, ice cream, desserts, and sweet products",2,4,OVAQXdFza54,20 Chocolates in India Ranked from Worst to Best,20 Chocolates in India Ranked from Worst to Best,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090658_0c8036\CHATGPT_PACKAGE.json
10,vh_full_intelligence_20260904_090658_0c8036,FULL_INTELLIGENCE,"Chocolate, ice cream, desserts, and sweet products",3,4,POKzKwFqaNE,20 Ice Creams in India Ranked from Worst to Best (in 2026),20 Ice Creams in India Ranked from Worst to Best (in 2026),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090658_0c8036\CHATGPT_PACKAGE.json
10,vh_full_intelligence_20260904_090658_0c8036,FULL_INTELLIGENCE,"Chocolate, ice cream, desserts, and sweet products",4,4,jwmNjJgZanM,5 MINUTE ICE CREAM - Healthy & Tasty Ice Cream (Without Refrigerator),5 MINUTE ICE CREAM - Healthy & Tasty Ice Cream (Without Refrigerator),Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090658_0c8036\CHATGPT_PACKAGE.json
11,vh_full_intelligence_20260904_090658_c7750f,FULL_INTELLIGENCE,Consumer health-product reviews and safer alternatives,1,12,09W4jwgSHzI,5 Amazing Dabur Products You Should Try - NOT SPONSORED,5 Amazing Dabur Products You Should Try,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090658_c7750f\CHATGPT_PACKAGE.json
11,vh_full_intelligence_20260904_090658_c7750f,FULL_INTELLIGENCE,Consumer health-product reviews and safer alternatives,2,12,8SJhgzx5DVM,6 Must Try Products Under Rs 499 That Make Healthy Lifestyle Easier,6 Must Try Products Under Rs 499 That Make Healthy Lifestyle Easier,Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090658_c7750f\CHATGPT_PACKAGE.json
11,vh_full_intelligence_20260904_090658_c7750f,FULL_INTELLIGENCE,Consumer health-product reviews and safer alternatives,3,12,MJcM3baHkqg,5 Amazing Isha Life Products by Sadhguru That You Should Try  (Not Sponsored),5 Amazing Isha Life Products by Sadhguru That You Should Try ( ),Fit Tuber,TRANSCRIPT_AVAILABLE,A,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090658_c7750f\CHATGPT_PACKAGE.json
11,vh_full_intelligence_20260904_090658_c7750f,FULL_INTELLIGENCE,Consumer health-product reviews and safer alternatives,4,12,MdTfLzT5FZw,5 Products at Chemist Shop that Need Your Attention!,5 Products at Chemist Shop that Need Your Attention,Fit Tuber,TRANSCRIPT_AVAILABLE,B,D:\YT GUi\downloads\data\chatgpt\exchange\outgoing\group_similar\batches\vh_batch_set_20260904_090644_7fb4e0\packages\vh_full_intelligence_20260904_090658_c7750f\CHATGPT_PACKAGE.json
